sirka,delka,nadmorska_vyska,max_teplota,extremni_srazky
0.0,0.0,0.30552423900789183,0.15897435897435896,0
0.0,0.0,0.30552423900789183,0.24358974358974358,1
0.0,0.0,0.30552423900789183,0.44871794871794873,0
0.0,0.0,0.30552423900789183,0.5153846153846153,0
0.0,0.0,0.30552423900789183,0.41794871794871796,0
0.0,0.0,0.30552423900789183,0.5948717948717949,0
0.0,0.0,0.30552423900789183,0.41794871794871796,1
0.0,0.0,0.30552423900789183,0.7461538461538461,0
0.0,0.0,0.30552423900789183,0.8871794871794871,0
0.0,0.0,0.30552423900789183,0.7487179487179487,0
0.0,0.0,0.30552423900789183,0.8948717948717948,0
0.0,0.0,0.30552423900789183,0.7743589743589744,1
0.0,0.0,0.30552423900789183,0.6076923076923076,1
0.0,0.0,0.30552423900789183,0.5435897435897435,1
0.0,0.0,0.30552423900789183,0.8384615384615385,0
0.0,0.0,0.30552423900789183,0.6051282051282051,0
0.0,0.0,0.30552423900789183,0.4564102564102564,1
0.0,0.0,0.30552423900789183,0.23333333333333334,0
0.0,0.0,0.30552423900789183,0.27179487179487183,1
0.0,0.0,0.30552423900789183,0.28205128205128205,0
0.0,0.0,0.30552423900789183,0.2512820512820513,0
0.0,0.0,0.30552423900789183,0.3076923076923077,0
0.0,0.0,0.30552423900789183,0.3,0
0.0,0.0,0.30552423900789183,0.5051282051282051,0
0.0,0.0,0.30552423900789183,0.6230769230769231,0
0.0,0.0,0.30552423900789183,0.49230769230769234,1
0.0,0.0,0.30552423900789183,0.4743589743589744,1
0.0,0.0,0.30552423900789183,0.5897435897435898,1
0.0,0.0,0.30552423900789183,0.8615384615384615,0
0.0,0.0,0.30552423900789183,0.6897435897435897,0
0.0,0.0,0.30552423900789183,0.841025641025641,0
0.0,0.0,0.30552423900789183,0.8512820512820513,0
0.0,0.0,0.30552423900789183,0.382051282051282,1
0.0,0.0,0.30552423900789183,0.6025641025641025,0
0.0,0.0,0.30552423900789183,0.5564102564102564,0
0.0,0.0,0.30552423900789183,0.24358974358974358,0
0.0,0.0,0.30552423900789183,0.16666666666666669,0
0.0,0.07692307692307687,0.3100338218714769,0.1641025641025641,0
0.0,0.07692307692307687,0.3100338218714769,0.21282051282051284,1
0.0,0.07692307692307687,0.3100338218714769,0.43846153846153846,0
0.0,0.07692307692307687,0.3100338218714769,0.5025641025641026,0
0.0,0.07692307692307687,0.3100338218714769,0.41794871794871796,0
0.0,0.07692307692307687,0.3100338218714769,0.5948717948717949,0
0.0,0.07692307692307687,0.3100338218714769,0.7153846153846154,0
0.0,0.07692307692307687,0.3100338218714769,0.8025641025641026,0
0.0,0.07692307692307687,0.3100338218714769,0.7487179487179487,0
0.0,0.07692307692307687,0.3100338218714769,0.9025641025641026,0
0.0,0.07692307692307687,0.3100338218714769,0.7897435897435898,1
0.0,0.07692307692307687,0.3100338218714769,0.5307692307692308,1
0.0,0.07692307692307687,0.3100338218714769,0.8153846153846154,0
0.0,0.07692307692307687,0.3100338218714769,0.5615384615384615,0
0.0,0.07692307692307687,0.3100338218714769,0.5692307692307692,0
0.0,0.07692307692307687,0.3100338218714769,0.45384615384615384,1
0.0,0.07692307692307687,0.3100338218714769,0.4564102564102564,1
0.0,0.07692307692307687,0.3100338218714769,0.18461538461538463,0
0.0,0.07692307692307687,0.3100338218714769,0.30512820512820515,0
0.0,0.07692307692307687,0.3100338218714769,0.2794871794871795,1
0.0,0.07692307692307687,0.3100338218714769,0.11794871794871795,0
0.0,0.07692307692307687,0.3100338218714769,0.4564102564102564,0
0.0,0.07692307692307687,0.3100338218714769,0.39487179487179486,0
0.0,0.07692307692307687,0.3100338218714769,0.6102564102564103,0
0.0,0.07692307692307687,0.3100338218714769,0.34102564102564104,0
0.0,0.07692307692307687,0.3100338218714769,0.7051282051282052,0
0.0,0.07692307692307687,0.3100338218714769,0.5205128205128204,1
0.0,0.07692307692307687,0.3100338218714769,0.4871794871794872,1
0.0,0.07692307692307687,0.3100338218714769,0.6615384615384615,0
0.0,0.07692307692307687,0.3100338218714769,0.7871794871794872,0
0.0,0.07692307692307687,0.3100338218714769,0.6974358974358974,1
0.0,0.07692307692307687,0.3100338218714769,0.7897435897435898,0
0.0,0.07692307692307687,0.3100338218714769,0.635897435897436,1
0.0,0.07692307692307687,0.3100338218714769,0.8564102564102564,0
0.0,0.07692307692307687,0.3100338218714769,0.39743589743589747,1
0.0,0.07692307692307687,0.3100338218714769,0.6,0
0.0,0.07692307692307687,0.3100338218714769,0.5641025641025641,0
0.0,0.07692307692307687,0.3100338218714769,0.23333333333333334,0
0.0,0.07692307692307687,0.3100338218714769,0.1717948717948718,0
0.0,0.15384615384615397,0.12401352874859076,0.18461538461538463,0
0.0,0.15384615384615397,0.12401352874859076,0.20769230769230768,1
0.0,0.15384615384615397,0.12401352874859076,0.4512820512820513,0
0.0,0.15384615384615397,0.12401352874859076,0.5025641025641026,0
0.0,0.15384615384615397,0.12401352874859076,0.43076923076923074,0
0.0,0.15384615384615397,0.12401352874859076,0.6051282051282051,0
0.0,0.15384615384615397,0.12401352874859076,0.7230769230769231,0
0.0,0.15384615384615397,0.12401352874859076,0.8051282051282052,0
0.0,0.15384615384615397,0.12401352874859076,0.7487179487179487,0
0.0,0.15384615384615397,0.12401352874859076,0.5769230769230769,1
0.0,0.15384615384615397,0.12401352874859076,0.9025641025641026,0
0.0,0.15384615384615397,0.12401352874859076,0.7871794871794872,1
0.0,0.15384615384615397,0.12401352874859076,0.5615384615384615,1
0.0,0.15384615384615397,0.12401352874859076,0.8384615384615385,0
0.0,0.15384615384615397,0.12401352874859076,0.5615384615384615,0
0.0,0.15384615384615397,0.12401352874859076,0.49743589743589745,0
0.0,0.15384615384615397,0.12401352874859076,0.45897435897435895,1
0.0,0.15384615384615397,0.12401352874859076,0.44871794871794873,1
0.0,0.15384615384615397,0.12401352874859076,0.25384615384615383,0
0.0,0.15384615384615397,0.12401352874859076,0.1282051282051282,1
0.0,0.15384615384615397,0.12401352874859076,0.2948717948717949,0
0.0,0.15384615384615397,0.12401352874859076,0.1282051282051282,0
0.0,0.15384615384615397,0.12401352874859076,0.3282051282051282,0
0.0,0.15384615384615397,0.12401352874859076,0.31025641025641026,0
0.0,0.15384615384615397,0.12401352874859076,0.5974358974358974,0
0.0,0.15384615384615397,0.12401352874859076,0.5128205128205128,0
0.0,0.15384615384615397,0.12401352874859076,0.7230769230769231,1
0.0,0.15384615384615397,0.12401352874859076,0.6128205128205128,0
0.0,0.15384615384615397,0.12401352874859076,0.5435897435897435,1
0.0,0.15384615384615397,0.12401352874859076,0.5564102564102564,1
0.0,0.15384615384615397,0.12401352874859076,0.6051282051282051,1
0.0,0.15384615384615397,0.12401352874859076,0.8666666666666667,0
0.0,0.15384615384615397,0.12401352874859076,0.7743589743589744,0
0.0,0.15384615384615397,0.12401352874859076,0.735897435897436,0
0.0,0.15384615384615397,0.12401352874859076,0.6743589743589744,1
0.0,0.15384615384615397,0.12401352874859076,0.8641025641025641,0
0.0,0.15384615384615397,0.12401352874859076,0.4,1
0.0,0.15384615384615397,0.12401352874859076,0.4564102564102564,0
0.0,0.15384615384615397,0.12401352874859076,0.5717948717948718,0
0.0,0.15384615384615397,0.12401352874859076,0.3205128205128205,0
0.0,0.15384615384615397,0.12401352874859076,0.20256410256410257,0
0.0,0.23076923076923062,0.19842164599774517,0.2,0
0.0,0.23076923076923062,0.19842164599774517,0.18717948717948718,1
0.0,0.23076923076923062,0.19842164599774517,0.258974358974359,1
0.0,0.23076923076923062,0.19842164599774517,0.39743589743589747,0
0.0,0.23076923076923062,0.19842164599774517,0.5333333333333333,0
0.0,0.23076923076923062,0.19842164599774517,0.40512820512820513,0
0.0,0.23076923076923062,0.19842164599774517,0.6512820512820513,0
0.0,0.23076923076923062,0.19842164599774517,0.7692307692307693,0
0.0,0.23076923076923062,0.19842164599774517,0.6384615384615384,1
0.0,0.23076923076923062,0.19842164599774517,0.6897435897435897,0
0.0,0.23076923076923062,0.19842164599774517,0.7333333333333333,0
0.0,0.23076923076923062,0.19842164599774517,0.5666666666666667,1
0.0,0.23076923076923062,0.19842164599774517,0.8435897435897436,0
0.0,0.23076923076923062,0.19842164599774517,0.8,1
0.0,0.23076923076923062,0.19842164599774517,0.6307692307692307,1
0.0,0.23076923076923062,0.19842164599774517,0.541025641025641,1
0.0,0.23076923076923062,0.19842164599774517,0.7025641025641025,0
0.0,0.23076923076923062,0.19842164599774517,0.5871794871794871,0
0.0,0.23076923076923062,0.19842164599774517,0.3153846153846154,0
0.0,0.23076923076923062,0.19842164599774517,0.43076923076923074,1
0.0,0.23076923076923062,0.19842164599774517,0.14871794871794872,0
0.0,0.23076923076923062,0.19842164599774517,0.2846153846153846,1
0.0,0.23076923076923062,0.19842164599774517,0.382051282051282,0
0.0,0.23076923076923062,0.19842164599774517,0.2512820512820513,1
0.0,0.23076923076923062,0.19842164599774517,0.1358974358974359,0
0.0,0.23076923076923062,0.19842164599774517,0.3282051282051282,0
0.0,0.23076923076923062,0.19842164599774517,0.541025641025641,0
0.0,0.23076923076923062,0.19842164599774517,0.5641025641025641,0
0.0,0.23076923076923062,0.19842164599774517,0.7128205128205128,0
0.0,0.23076923076923062,0.19842164599774517,0.7230769230769231,1
0.0,0.23076923076923062,0.19842164599774517,0.6179487179487179,0
0.0,0.23076923076923062,0.19842164599774517,0.5461538461538462,1
0.0,0.23076923076923062,0.19842164599774517,0.5358974358974359,1
0.0,0.23076923076923062,0.19842164599774517,0.6512820512820513,1
0.0,0.23076923076923062,0.19842164599774517,0.6846153846153846,0
0.0,0.23076923076923062,0.19842164599774517,0.7230769230769231,0
0.0,0.23076923076923062,0.19842164599774517,0.8974358974358975,0
0.0,0.23076923076923062,0.19842164599774517,0.8846153846153846,0
0.0,0.23076923076923062,0.19842164599774517,0.6205128205128205,1
0.0,0.23076923076923062,0.19842164599774517,0.358974358974359,1
0.0,0.23076923076923062,0.19842164599774517,0.36666666666666664,1
0.0,0.23076923076923062,0.19842164599774517,0.4871794871794872,1
0.0,0.23076923076923062,0.19842164599774517,0.4102564102564103,0
0.0,0.23076923076923062,0.19842164599774517,0.5076923076923077,0
0.0,0.23076923076923062,0.19842164599774517,0.23846153846153845,0
0.0,0.23076923076923062,0.19842164599774517,0.2641025641025641,1
0.0,0.23076923076923062,0.19842164599774517,0.35128205128205126,0
0.0,0.3076923076923077,0.7395715896279594,0.09487179487179487,0
0.0,0.3076923076923077,0.7395715896279594,0.1564102564102564,1
0.0,0.3076923076923077,0.7395715896279594,0.3205128205128205,0
0.0,0.3076923076923077,0.7395715896279594,0.441025641025641,0
0.0,0.3076923076923077,0.7395715896279594,0.30256410256410254,0
0.0,0.3076923076923077,0.7395715896279594,0.5153846153846153,0
0.0,0.3076923076923077,0.7395715896279594,0.6230769230769231,0
0.0,0.3076923076923077,0.7395715896279594,0.6564102564102564,0
0.0,0.3076923076923077,0.7395715896279594,0.6692307692307692,0
0.0,0.3076923076923077,0.7395715896279594,0.8153846153846154,0
0.0,0.3076923076923077,0.7395715896279594,0.735897435897436,1
0.0,0.3076923076923077,0.7395715896279594,0.4717948717948718,1
0.0,0.3076923076923077,0.7395715896279594,0.7615384615384615,0
0.0,0.3076923076923077,0.7395715896279594,0.48205128205128206,0
0.0,0.3076923076923077,0.7395715896279594,0.5487179487179487,0
0.0,0.3076923076923077,0.7395715896279594,0.2743589743589744,1
0.0,0.3076923076923077,0.7395715896279594,0.33076923076923076,1
0.0,0.3076923076923077,0.7395715896279594,0.06153846153846155,0
0.0,0.3076923076923077,0.7395715896279594,0.046153846153846156,1
0.0,0.3076923076923077,0.7395715896279594,0.20512820512820512,1
0.0,0.3076923076923077,0.7395715896279594,0.19487179487179487,1
0.0,0.3076923076923077,0.7395715896279594,0.26153846153846155,0
0.0,0.3076923076923077,0.7395715896279594,0.20512820512820512,0
0.0,0.3076923076923077,0.7395715896279594,0.24358974358974358,0
0.0,0.3076923076923077,0.7395715896279594,0.2743589743589744,0
0.0,0.3076923076923077,0.7395715896279594,0.3230769230769231,0
0.0,0.3076923076923077,0.7395715896279594,0.5307692307692308,0
0.0,0.3076923076923077,0.7395715896279594,0.5051282051282051,0
0.0,0.3076923076923077,0.7395715896279594,0.5769230769230769,0
0.0,0.3076923076923077,0.7395715896279594,0.7487179487179487,0
0.0,0.3076923076923077,0.7395715896279594,0.5794871794871794,0
0.0,0.3076923076923077,0.7395715896279594,0.8051282051282052,0
0.0,0.3076923076923077,0.7395715896279594,0.5923076923076922,1
0.0,0.3076923076923077,0.7395715896279594,0.40512820512820513,1
0.0,0.3076923076923077,0.7395715896279594,0.2512820512820513,1
0.0,0.3076923076923077,0.7395715896279594,0.3,1
0.0,0.3076923076923077,0.7395715896279594,0.3641025641025641,0
0.0,0.3076923076923077,0.7395715896279594,0.49743589743589745,0
0.0,0.3076923076923077,0.7395715896279594,0.18461538461538463,0
